,Age,Gender,Race,Date,City,State,Zipcode,County,Agency responsible for death,Cause of death,A brief description of the circumstances surrounding the death,Official disposition of death (justified or other),Criminal Charges,Symptoms of mental illness,Unarmed,Alleged weapon,Alleged threat,Fleeing,Body camera,Off-Duty Killing?,Geography,year,month
68,22,Male,Black,2019-12-12,Tampa,FL,33617.0,Hillsborough,Hillsborough County Sheriff's Office,Gunshot,"Around 10 a.m., deputies responded to a 911 call from a mother reporting her son had stabbed her. Deputies arrived to find the woman with a cut hand. Deputies found her son, Romello Barnes outside an apartment with an undisclosed weapon. Barnes reportedly ran back into his apartment and deputies followed, including one with a dog. Barnes failed to comply with their commands to drop the weapon, even after the officer sicced the dog on him. Deputies Deputies Matthew Moyer, Miguel Guerra and Jamar Colon shot and killed Barnes.",Pending investigation,No known charges,No,Allegedly Armed,knife,attack,Not fleeing,No,,Suburban,2019,12
69,24,Male,Black,2019-12-12,St. Louis,MO,63111.0,St. Louis City,St. Louis Metropolitan Police Department,Gunshot,"An officer stopped Cortez Bufford, who was walking. The reason the officer stopped him was withheld by police. Bufford reportedly ran away, and the officer pursued. Bufford and the officer ran into a gangway. There, he reportedly displayed a semi-automatic gun, and officers reportedly told him to drop the weapon, and when he failed to do so, the officer shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,Foot,No,,Urban,2019,12
70,30,Male,White,2019-12-12,New Cordell,OK,73632.0,Washita,Washita County Sheriff's Office,Gunshot,"At approximately 9 p.m., the Cordell Police Department and the Washita Sheriff's officer located a vehicle believed to be driven by Cade Humphrey, who was suspected of kidnapping a woman. Humphrey attempted to ram a county vehicle, but was stopped when he crashed into a police vehicle. Cade Humphrey exited his vehicle with a knife and allegedly attacked an officer. The officer shot and killed Humphrey.",Pending investigation,No known charges,No,Allegedly Armed,knife,attack,Car,No,,Rural,2019,12
71,43,Male,Unknown race,2019-12-12,Orange,CA,92867.0,Orange,Orange Police Department,Gunshot,"About 11:30 a.m., police responded to a call of a suicidal subject armed with a knife. When they arrived, Erik Lee reportedly approached officers and was uncooperative, and he was shot and killed.",Pending investigation,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing,Yes,,Suburban,2019,12
72,43,Male,White,2019-12-12,Renton,WA,98058.0,King,Renton Police Department,Gunshot,"Around 3:45 p.m., an officer radioed that he witnessed a liquor violation. Police said the man pulled ""what appeared to be a shotgun,"" but dropped it and ran when the officer fired at least one round at him. Another officer arrived and fired a less-lethal round at the man, who police said refused to obey commands to stop. Anthony Tovar allegedly pulled a knife and moved toward the officers, and the officer shot and killed him. Police withheld information as to what the object was that appeared to be a shotgun.",Pending investigation,No known charges,Drug or alcohol use,Unarmed,toy weapon,other,Not fleeing,No,,Suburban,2019,12
73,23,Male,White,2019-12-12,Ozark,AL,36360.0,Dale,Ozark Police Department,Gunshot,"Around 9:50 p.m., officers were responding to a call. Officer Samuel Yoh saw a man walking in the roadway holding a rifle. When Yoh got out of his patrol vehicle, Bradley Cutchens immediately began shooting at him. Yoh and his vehicle were hit multiple times. Yoh's backup shot and killed Cutchens.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing,No,,Rural,2019,12
74,31,Male,White,2019-12-11,League City,TX,77539.0,Galveston,League City Police Department,Gunshot,"Around 4:45 p.m., officers arrived at a home regarding a family disturbance call. When officers arrived, they were approached by the woman who made the complaint. A man, Matthew Jonathon Krupar, came out of the house and allegedly got into a fight with one of the officers who shot and killed him.",Pending investigation,No known charges,No,Unarmed,unarmed,attack,not fleeing,no,,Suburban,2019,12
75,42,Male,Hispanic,2019-12-10,Hesperia,CA,92345.0,San Bernardino,San Bernardino County Sheriff's Office,Gunshot,Mauro Carrillo allegedly invaded a home and attacked residents and neighbors with a baseball bat. Police shot and killed him when he reportedly threatened them with the bat.,Pending investigation,No known charges,No,Allegedly Armed,baseball bat,attack,Not fleeing,No,,Suburban,2019,12
76,55,Male,White,2019-12-10,Arietta,NY,12139.0,Hamilton,New York State Police,Gunshot,Troopers shot and killed Daniel Eric Condon after he allegedly struck an officer with a hatchet. He allegedly became combative as troopers tried to transport him to the hospital for a mental health evaluation.,Pending investigation,No known charges,Yes,Allegedly Armed,hatchet,attack,0,No,,Rural,2019,12
77,31,Male,Black,2019-12-10,Andrews,SC,29510.0,Georgetown,Georgetown County Sheriff's Office,Gunshot,Deputies responding to a report of a domestic disturbance shot and killed Kreen Cornell Bateman during an exchange of gunfire.,Pending investigation,No known charges,No,Allegedly Armed,gun,attack,0,No,,Rural,2019,12
78,47,Male,Black,2019-12-10,Jersey City,NJ,7305.0,Hudson,Jersey City Police Department,Gunshot,"David N. Anderson, 47, and Francine Graham, 50, opened fire on the JC Kosher Supermarket with rifles immediately after arriving across the street in a white U-Haul van at 12:21 p.m., police said. Both suspects then entered the store, killing three and wounding one before being shot and killed by police.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Urban,2019,12
79,50,Female,Black,2019-12-10,Jersey City,NJ,7305.0,Hudson,Jersey City Police Department,Gunshot,"David N. Anderson, 47, and Francine Graham, 50, opened fire on the JC Kosher Supermarket with rifles immediately after arriving across the street in a white U-Haul van at 12:21 p.m., police said. Both suspects then entered the store, killing three and wounding one before being shot and killed by police.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Urban,2019,12
80,23,Male,Black,2019-12-10,Beloit,WI,53511.0,Rock,Beloit Police Department,Gunshot,"Montay Penning reportedly was spotted driving a stolen car around noon. Following a short chase, three officers shot and killed Penning. Police said Penning had a gun.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,Car,No,,Suburban,2019,12
81,66,Male,White,2019-12-10,Semmes,AL,36575.0,Mobile,Mobile County Sheriff's Office,Gunshot,"Around 9 p.m., Terrance Edward White's neighbor called 911 and reported him acting erratically following an argument. When deputies arrived, White reportedly was outside armed with a gun. White allegedly began firing at deputies, and they shot and killed him.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,not fleeing,no,,Suburban,2019,12
82,42,Male,White,2019-12-10,Fort Madison,IA,52627.0,Lee,Fort Madison Police Department,Gunshot,Police responded to a report of him being armed with a gun at a local manufacturing warehouse about 11 p.m. Once officers arrived police encountered Robert Allen Elfgen who was shot and killed by a Fort Madison police officer. Police said Elfgen was wanted for a shooting that happened 45 minutes earlier.,Pending investigation,No known charges,No,Allegedly Armed,gun,other,0,No,,Rural,2019,12
83,68,Male,White,2019-12-10,Elkland,PA,16920.0,Tioga,Pennsylvania State Police,Gunshot,Troopers shot and killed Delos Peter Lowe after a 12-hour standoff that began when he allegedly fired on them when they came for a welfare check.,Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing,No,,Rural,2019,12
84,47,Male,Black,2019-12-09,Independence,LA,70443.0,St. Helena,St. Helena Parish Sheriff's Office,Gunshot,Deputies came to Antonio Nichols' home to arrest him. He allegedly met them at the door with a shotgun and was shot and killed when he failed to put the gun down.,Pending investigation,No known charges,No,Allegedly Armed,gun,other,Not fleeing,No,,Rural,2019,12
85,51,Male,White,2019-12-08,Portland,OR,97216.0,Multnomah,Portland Police Bureau,Gunshot,Koben S. Henriksen reported approached two officers while covered in a blanket. One officer shot him with less-lethal rounds. Officer Justin Raphael shot and killed him.,Pending investigation,No known charges,Yes,Allegedly Armed,knife,other,Not fleeing,No,,Urban,2019,12
86,35,Male,White,2019-12-07,Fayetteville,AR,72701.0,Washington,Fayetteville Police Department,Gunshot,"Shots were fired in the back parking lot of the Fayetteville Police station. Several officers were inside the department at the time and came out to find Officer Stephen Carr down next to a police cruiser in an alley behind the station. Officers engaged with London Phillips in the alley, and Phillips was shot and killed.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Not fleeing,No,,Urban,2019,12
87,65,Male,White,2019-12-07,Nokomis,FL,34275.0,Sarasota,Sarasota County Sheriff's Office,Gunshot,"Around 12:40 a.m., police received a 911 call saying the caller had heard loud noises, screaming and possible gunshots at the Palm & Pines Mobile & RV Park. The first deputy arrived within four minutes and was directed to the common area of the trailer park. There, the deputy made contact with Mark Richard Coleman, who was on top of a his wife, who was screaming. The deputy ordered Coleman get off of her, but Coleman did not. Coleman allegedly threatened various people with a gun, and when a female bystander leapt on his back, Coleman threw her off and pointed the gun at the deputy, who shot and killed him.",Pending investigation,No known charges,Yes,Allegedly Armed,gun,attack,Not fleeing,No,,Suburban,2019,12
88,23,Male,White,2019-12-06,Westminster,CO,80031.0,Adams,"Westminster Police Department, Thornton Police Department, Federal Heights Police Department",Gunshot,"According to police, a man was suspected of having committed multiple armed robberies with a knife throughout the north metro area. He was targeting auto part stores. He fled when he spotted an officer and crashed. As he tried to run away on foot, police sicced a dog on him, and he may have shot at it—police reportedly heard shots—although no injury was reported. Police shot and killed him as he climbed a fence.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,0,No,,Suburban,2019,12
89,17,Male,Unknown race,2019-12-06,Bentonville,AR,72712.0,Benton,Bentonville Police Department,Gunshot,"An officer was searching for a suspect involved in the attempted robbery at a nearby Kum and Go gas station. At 11:23 p.m., Dominick Matt was seen walking in the area of the store and was approached by the officer. Matt allegedly brandished a handgun, and the officer shot and killed him.",Pending investigation,No known charges,No,Allegedly Armed,gun,other,Not fleeing,No,,Suburban,2019,12
90,27,Male,Hispanic,2019-12-05,Miramar,FL,33025.0,Broward,"Miami-Dade Police Department, Miramar Police Department, Pembroke Pines Police Department",Gunshot,"Lamar Alexander, 41, and Ronnie Jerome Hill, 41, reportedly attempted an armed robbery of a Miracle Mile jewelry store in Coral Gables, Florida. The robbery turned into a hostage situation after Alexander and Hill carjacked a UPS truck. The police chase ended in a shootout on a busy highway with four dead, including the UPS driver Frank Ordonez, 27, and Richard Cutshaw, 70, a union representative.",Pending investigation,No known charges,No,Unarmed,unarmed,other,,,,Suburban,2019,12
91,41,Male,Black,2019-12-05,Miramar,FL,33025.0,Broward,"Miami-Dade Police Department, Miramar Police Department, Pembroke Pines Police Department",Gunshot,"Lamar Alexander, 41, and Ronnie Jerome Hill, 41, reportedly attempted an armed robbery of a Miracle Mile jewelry store in Coral Gables, Florida. The robbery turned into a hostage situation after Alexander and Hill carjacked a UPS truck. The police chase ended in a shootout on a busy highway with four dead, including the UPS driver Frank Ordonez, 27, and Richard Cutshaw, 70, a union representative.",Pending investigation,No known charges,No,Allegedly Armed,gun,attack,Car,No,,Suburban,2019,12
92,70,Male,White,2019-12-05,Miramar,FL,33025.0,Broward,"Miami-Dade Police Department, Miramar Police Department, Pembroke Pines Police Department",Gunshot,"Lamar Alexander, 41, and Ronnie Jerome Hill, 41, reportedly attempted an armed robbery of a Miracle Mile jewelry store in Coral Gables, Florida. The robbery turned into a hostage situation after Alexander and Hill carjacked a UPS truck. The police chase ended in a shootout on a busy highway with four dead, including the UPS driver Frank Ordonez, 27, and Richard Cutshaw, 70, a union representative.",Pending investigation,No known charges,No,Unarmed,unarmed,other,,,,Suburban,2019,12
